Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Indonesia,IDN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.79760276,38.20756779,37.8609236,38.12019148,38.08297442,38.04472136,37.69191742,38.28775968,38.16361319,38.21755857,37.30104227,36.4645621,36.46757498,35.98745371,35.78513288,35.82677405,37.6240463,37.94562077,38.06067689,38.25428793,38.06600861,38.14482349,37.93859952,37.95825552,38.07767449,38.35887248,38.88002608,39.20511459,39.46589906,39.4104013,39.47498438,39.17635467,39.39281656
IDA only,IDX,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.58368942,39.5034246,39.50028935,39.5653911,39.65403743,39.6538628,39.65771775,39.76973073,39.78557424,39.83925114,39.86186869,39.88433438,39.89796771,39.91906766,39.94729019,39.90263913,39.95140175,40.03060798,40.10794211,40.18142417,40.27779077,40.36205258,40.56866783,40.74629144,41.01152879,41.14843805,41.37170444,41.4170559,41.41019361,41.37337681,41.60044223,41.29217884,41.37110936
Isle of Man,IMN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.85438178,24.94346051,25.05189509,25.18711367,25.2938927,25.4020318,25.51501605,25.63157242,25.75333279,25.88010813,26.03668842,26.2054435,26.38477749,26.57873021,26.78427181,26.53936733,26.29384401,26.04951954,25.8049644,25.56010276,25.102294,24.64408037,24.72368211,24.80129213,24.86732384,24.94885947,25.00378836,25.04516172,25.09142445,24.98988102,25.39919925,25.98669103,28.70642362
Not classified,INX,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.10355366,35.85489289,36.9557866,37.47334317,37.87090054,38.65501923,39.14328196,39.77390931,40.40043829,40.67052185,40.84535091,41.61295439,41.84074548,41.74122837,42.28444347,42.28404618,43.01668253,43.4695991,44.31232269,44.78651028,45.09816928,45.22264539,45.41902501,45.33499698,45.23186952,45.54976159,45.7240035,45.88808752,45.92273047,45.86240469,46.47799777,46.55257673,46.77271072
"Iran, Islamic Rep.",IRN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.53491197,10.79967322,11.06641961,11.34860793,11.65723744,11.98691829,12.78500432,13.62265732,14.4963464,15.40684368,16.34970243,17.32302362,18.29030569,19.25321819,20.24626348,19.9155833,19.14580342,17.51503728,18.22456236,17.91629092,16.81461221,17.87583847,16.13799884,15.82728088,17.04913939,18.71636136,19.61957095,19.60477415,19.19035461,16.74518405,16.15423243,16.06043263,16.79970984
Iraq,IRQ,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.54729904,10.62333026,10.64474043,10.66663578,10.69523446,10.71864555,10.76260011,11.12004798,11.49121364,11.87709424,12.27635783,12.69007302,13.12658811,13.59065904,14.07525675,14.5839615,15.11381187,15.08642797,15.0352244,14.97437983,14.91090361,14.84563243,15.57934843,16.33436673,16.81147282,17.30823516,13.78732124,13.79838434,13.89053364,13.85971574,13.94441956,13.60319615,13.88480319
Iceland,ISL,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.55692197,45.88169998,46.53488136,46.791834,46.68183249,46.33874902,46.22271747,46.38941162,46.99102233,47.23979604,46.7268109,46.93186404,46.79710178,46.24209841,46.67125986,46.00301988,45.52641982,45.63516644,46.56944827,47.04701941,47.25833111,47.72536139,47.64115504,47.32039157,47.40001276,46.76267572,46.38960138,46.0051582,45.82976971,45.82517179,45.9096816,46.15979738,45.94962501
Israel,ISR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.84481026,41.63193917,41.62181,42.40120722,42.89345059,43.17940003,43.39708656,43.70956411,44.40801655,44.79823968,45.00051984,45.18057192,45.66456512,45.68505721,45.84897052,45.82164185,45.80860305,45.79363172,46.49220585,46.45754167,46.30053857,46.40509399,46.34840532,46.69482297,46.67829994,46.81236272,46.77876468,47.23214031,47.32869353,47.51559927,47.78837279,47.8170701,47.59149309
Italy,ITA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.8915478,36.29189967,36.15875173,36.53681238,36.8954297,37.26483736,37.47374277,37.81325103,38.37437862,38.63748407,39.09558869,39.31467151,39.5155546,40.27731037,40.3422822,40.51439484,40.52781632,41.02340029,41.09217101,41.27591705,41.58561197,42.16057373,42.34797968,42.56540079,42.23316018,42.42696125,42.59246851,42.60392191,42.7511104,42.43975952,42.64009976,42.76639061,42.7821758
Jamaica,JAM,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.32675409,46.18344395,46.0382329,45.88382989,45.71947218,45.54777362,45.3698847,45.18265203,44.90881709,44.60597123,44.30483524,44.2077141,44.11918814,44.15264799,44.13741303,44.12011435,44.10009392,44.07750737,44.03086183,44.04664771,44.03769809,44.3883413,44.30502228,44.20370772,45.33278936,45.03916838,45.25815699,45.16499786,45.32793449,45.06353794,45.54600089,45.05536459,45.4906905
Jordan,JOR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.58236598,13.67093658,13.60549251,13.62450511,13.77530156,13.78410249,13.90524075,14.07001841,14.24689221,14.4325543,14.01430578,14.95356199,14.04533343,14.23219507,14.41098748,14.90414938,17.5195613,17.13961747,17.68056625,17.80858405,18.00068068,17.77067118,16.82476597,15.98425676,16.99565976,18.22909657,19.50862351,17.68832622,16.51911001,17.79998645,17.17174672,16.59032042,17.05015019
Japan,JPN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.68461549,40.59506577,40.39363025,40.40504741,40.37726488,40.39480648,40.57106895,40.60860885,40.50010252,40.50772504,40.71033382,40.73730908,40.82297049,41.0825712,41.21275361,41.3290501,41.3588617,41.51657826,41.80252203,41.93045339,41.95943891,42.08414856,42.54405999,42.78783859,42.95701163,43.30186298,43.68193575,44.10613689,44.44047653,44.3631171,44.5952443,44.86452724,45.11157841
Kazakhstan,KAZ,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.75446937,48.76433009,48.80704419,48.89931433,49.01272706,49.11037086,49.20867661,49.31846093,49.40801128,49.45854354,49.5016071,49.53768699,49.69183404,49.62871672,49.79009895,49.95327477,50.10555516,50.24881321,50.1567981,50.08242339,50.0075697,49.92488099,49.84330946,49.74630553,49.6372397,49.51685397,49.40723168,49.30236268,49.19977243,49.09101363,49.38332784,49.17460372,49.08742808
Kenya,KEN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.6236546,48.74900684,48.89843547,49.0513183,49.19659331,49.30532084,49.38462856,49.44847686,49.5197632,49.4459442,49.3676661,49.28951069,49.21433446,49.14139398,49.07259455,49.0101685,48.95366996,48.90198334,48.85963394,48.82156456,48.79057997,48.76434246,48.73720726,48.7116253,48.69089187,48.67062731,48.9098646,49.16078106,49.42112451,49.43663407,49.77664261,49.70980159,49.78904664
Kyrgyz Republic,KGZ,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.38870298,45.52106522,45.65953634,45.95197777,46.03989369,45.92887159,45.78369542,45.76913184,45.73185385,45.66245823,45.58835935,45.61134013,45.53729282,45.44063458,45.42403246,45.35673302,45.1990756,45.04741248,44.98998152,44.97545489,44.59993386,43.93173189,43.19620874,43.74416962,43.6089314,43.18089197,41.93545053,42.17572642,41.86595361,42.59730228,42.0531711,42.21501913,42.25831376
Cambodia,KHM,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.72854411,50.9802895,50.1349582,50.79833272,50.544209,50.37727455,50.13214219,49.94670151,49.74183364,49.46759481,49.19434943,48.92154351,48.65272769,48.38225359,48.11183393,47.84230884,47.57220439,47.30576363,47.05842716,46.82473573,46.58914931,46.35345569,46.4393375,46.52707581,46.61855144,46.71485026,46.81133584,46.91222424,47.01747727,47.00908298,47.2490311,46.98284152,46.95297139
Kiribati,KIR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.88318811,38.68924421,38.66322899,38.84598995,39.10099651,39.40751743,39.89733708,38.89479794,39.37751502,40.21714547,40.54962551,40.56113178,40.22231706,40.73072436,40.91414196,41.14897778,41.14369345,41.2249068,41.01403354,41.13743679,41.13098098,41.10847864,41.17018085,41.38266185,41.53913642,41.67462055,41.91712411,42.10493165,42.46404219,42.46407834,42.71700847,43.02717163,43.47652635
Kuwait,KWT,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.70342392,26.97346824,26.73598201,25.90269343,25.18330877,25.22633613,25.39469647,25.55751191,25.70694794,25.83623142,25.93915283,26.01753099,26.07156777,25.89131844,26.0023313,26.48078207,27.03200341,27.55368262,28.05840638,28.55389874,28.7233325,28.61483525,28.53392291,28.04689886,26.17799238,25.2314294,25.25594347,24.52432247,24.3122535,24.46467116,24.62005155,24.80209785,24.98103877
Latin America & Caribbean (excluding high income),LAC,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.23268352,35.64694413,36.11852338,36.61486005,37.18480038,37.33781781,37.79789278,38.08471157,38.32318875,38.5486364,38.93902112,39.27518211,39.57840783,39.98418274,40.25397912,40.41920613,40.53738541,40.54412599,40.88528343,40.78437376,40.63560178,40.80266643,40.82727451,40.75903862,40.94477085,41.14495423,41.32753524,41.55398955,41.83163884,41.20000679,41.6000456,41.90415205,42.01420306
Lao PDR,LAO,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.39995221,48.2996689,48.19401379,48.04688482,47.92313036,47.8046821,47.70253207,47.66519773,47.5830543,47.52948584,47.48581224,47.44663042,47.40665293,47.36068263,47.26677137,47.12608374,47.00249727,46.89564868,46.80911321,46.73941803,46.69011201,46.64763102,46.61082324,46.58001373,46.5829372,46.62357767,46.66944474,46.71151779,46.75156884,46.76000415,47.02045427,46.78453461,46.81696004
Lebanon,LBN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.31963194,22.73867267,23.00109134,23.20718748,23.4007925,23.59221541,23.59795003,23.69991901,23.69087475,23.69175724,23.61476866,23.5379311,23.48255085,23.57334885,23.92832619,24.30150399,24.68370159,25.10804012,25.53265363,25.95845702,26.38537866,26.81530204,27.24868544,27.68461962,28.26680715,29.00981155,29.77655501,30.56754572,31.38592967,31.4096978,31.91952748,31.64111041,31.78467255
Liberia,LBR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.00980722,47.15987321,47.34201463,47.51715652,47.61666523,47.71669705,47.78481997,47.81301674,47.85471808,47.93136357,47.88817311,47.86334272,47.87581162,47.88871277,47.86037652,47.8148024,47.76763885,47.71587579,47.67760496,47.66406437,47.6183996,47.59842005,47.62109168,47.65352006,47.6966267,47.73566325,47.78365088,47.84223441,47.90535772,47.86120742,47.95999328,47.7717162,47.78210911
Libya,LBY,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.7225012,28.07820253,28.44911203,28.82172622,29.18861017,29.54778564,29.8952359,30.23693887,30.5807536,31.09539177,31.76391503,32.42533921,33.07106195,33.68349375,34.25498367,34.59300322,34.7124129,34.79281456,34.86598009,34.94308571,34.94632704,34.96222011,35.02503862,35.09938986,35.19377933,35.33510221,35.45250515,35.55254554,35.67674254,35.63058715,35.91024688,35.73029999,35.90809286
St. Lucia,LCA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.57920387,39.85392188,40.13490437,40.41090216,40.69454516,40.98597522,41.28088785,41.58141486,41.89525819,42.21874507,42.53969593,42.95891614,43.36916602,43.77186431,44.16491516,44.54952525,44.92084352,45.27614006,45.62886963,45.99907707,46.40053242,47.13063,46.12999809,46.2341544,46.35102595,46.46026225,46.56212787,46.45571369,47.41231907,47.2455726,47.33406309,46.12039679,46.84974165
Latin America & Caribbean,LCN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.28151073,35.70273347,36.13533674,36.57964235,37.11125628,37.27676978,37.716681,37.99918518,38.21418055,38.41035065,38.79309661,39.09305043,39.3661251,39.77367785,40.11522589,40.2765991,40.40199551,40.44334321,40.78633777,40.69967352,40.60030639,40.78067778,40.80407311,40.75989886,40.92922532,41.11292086,41.25467895,41.47826697,41.74803821,41.14049076,41.52348191,41.72811181,41.86538174
Least developed countries: UN classification,LDC,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.24938922,40.2166497,40.18955179,40.24564338,40.33902498,40.38783457,40.42678445,40.48656164,40.54144286,40.56427259,40.58453913,40.60368037,40.61303597,40.64635,40.68659678,40.66963572,40.74571728,40.83091652,40.90360422,40.97280776,41.02644105,41.08440969,41.20747083,41.34279434,41.5823698,41.71064427,41.93798533,41.98444758,41.98155002,41.92512601,42.15879925,41.83974626,41.93022078
Low income,LIC,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.87118803,43.85702659,43.78982089,43.82679087,43.96367516,43.93670138,43.89303751,43.85262541,43.90833926,43.95185245,43.93286902,43.8769643,43.81451054,43.75484615,43.68931812,43.49451328,43.3736831,43.27463675,43.18926914,43.11138733,43.08107301,43.11102091,43.21110065,43.3147892,43.55245227,43.59327956,43.63675769,43.61887215,43.6009063,43.53984939,43.59820024,43.20043357,43.21015157
Liechtenstein,LIE,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.61117661,32.56168705,33.23106419,33.29064867,32.55766665,32.21299876,32.16182368,35.47204112,33.22169236,33.11728037,33.09034812,33.0809109,33.07502987,33.06936586,33.06247855,33.0644812,33.07807405,33.09943344,33.12446122,33.14011801,33.46957708,32.4316746,34.03995825,33.7214034,34.53667793,34.46551209,35.15601718,33.69756653,34.33768793,33.07265901,33.50365392,32.91686586,33.17907999
Lower middle income,LMC,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.83641385,30.87785333,30.96224201,31.08052527,31.01265958,31.05320658,31.08326843,31.17965695,31.2268114,31.26730865,31.3944758,31.47360993,31.62636557,31.76191037,31.98417789,31.94180574,31.89637585,31.75374319,31.74741842,31.66494659,31.50783012,31.36832587,31.45208587,31.54874834,31.65214694,31.72251206,31.77294645,31.69955783,31.74636564,31.60183914,31.89034949,31.77716856,32.99454286
Low & middle income,LMY,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.79909965,38.80801105,38.77256727,38.84301685,38.84032959,38.82572151,38.80744592,38.83700952,38.86023735,38.84864623,38.83241145,38.83206536,38.860831,38.85276129,38.90863064,38.83082486,38.82322375,38.69239338,38.64048463,38.50240825,38.44529762,38.40786684,38.41306025,38.43629205,38.51729166,38.57686334,38.63728446,38.64361118,38.71448791,38.52479398,38.78123207,38.65958397,39.0716007
Lesotho,LSO,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.30350741,46.48921075,46.6957786,46.921778,47.16561889,47.35729162,47.5474399,47.73307236,47.91654329,47.76986213,47.60791146,47.43533713,47.25874938,47.08006872,46.90477404,46.74104849,46.49627793,46.22694016,45.9960812,45.73546404,45.45953342,45.17077509,44.8830175,44.94159658,45.04509849,45.07531072,45.13955685,45.22011181,45.30173395,45.29561803,45.52726306,45.03407601,45.14270063
Late-demographic dividend,LTE,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.5816312,44.57230422,44.58068007,44.59740721,44.63749862,44.64418032,44.65583934,44.68398234,44.74695081,44.77977351,44.75260112,44.73628036,44.68770398,44.6229506,44.59725458,44.50031571,44.41175027,44.2740897,44.20677009,44.07992532,44.11255256,44.12766429,44.15444847,44.20000649,44.25384768,44.30317242,44.40344808,44.45987964,44.55982328,44.42733696,44.69391651,44.62955904,44.58689869
Lithuania,LTU,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.23010666,48.11581523,48.04802713,48.00532964,47.96958015,47.93142742,47.88716072,47.84185191,49.2793136,49.88587141,49.62566221,49.24425328,50.11001517,49.47523523,49.58901575,49.98871351,49.73270586,49.80995686,50.61427213,50.76622001,50.39687562,50.47810037,49.8874904,49.83858238,50.02705644,50.01413549,49.85591094,49.61668022,49.79217953,49.42193092,49.63958944,49.74530337,49.42148906
Luxembourg,LUX,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.50070761,37.44228485,36.53675974,37.35704404,36.27464302,37.37643493,38.31154697,38.53018758,39.87599462,39.59245707,40.32397913,40.65453334,41.1939983,42.12722552,42.50212556,42.87110466,43.24556121,43.5973462,43.50926467,43.66469711,44.0616879,44.47129232,44.41738067,44.63360899,45.57656551,45.46104385,46.34078872,46.52751858,45.92346986,46.74404812,46.7834134,46.93798026,46.14436706
Latvia,LVA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.4185561,47.38125408,47.46010809,47.56119587,47.6653514,47.72730372,48.59635315,48.41157731,47.88169627,48.33149881,49.12029575,49.0411604,49.25059095,48.8793415,48.8557744,48.87200419,48.75193945,49.42528736,50.14202092,50.59911677,50.08114032,50.22045325,50.15633645,49.6863818,49.62026169,50.0693607,49.83849331,49.84548755,49.84588438,49.72197636,49.32399315,49.62268841,49.44443294
"Macao SAR, China",MAC,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.91831444,41.70425348,41.72549344,42.00816446,42.45965857,43.01298915,43.61620663,43.84901555,44.81716846,45.79035142,46.16531435,46.5880067,45.96119775,46.37499639,47.11720685,47.20196318,48.12702822,48.23167412,48.71137795,48.44268588,48.83890395,48.66562752,49.21524081,49.2269919,49.54441582,49.91944825,49.71374592,49.7711922,49.88068154,49.9330769,50.22360845,50.28455193,50.28923628
St. Martin (French part),MAF,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.37061193,23.41171096,23.47876552,23.77995521,23.77361937,24.07835608,24.15557887,24.43348163,24.59013358,24.74935134,25.03259813,24.73401726,24.98551954,25.23686817,25.47712847,25.70178495,25.92810763,26.16001638,26.02330181,25.89126595,25.6711912,25.26435282,25.67291938,25.85354681,25.71825949,25.04304335,24.63578147,24.21837328,23.78345803,23.23588721,22.87093435,22.13909033,22.49915134
Monaco,MCO,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.99998297,50.91520537,50.84721404,50.76282539,50.68497423,50.59250689,50.5066319,50.40809445,50.3256808,50.27291501,50.45014229,51.0930602,52.25385559,52.83588478,53.56865942,52.54342002,53.3136059,52.94327677,52.55595934,52.62971775,53.15867912,53.57443654,53.42500443,53.09131886,52.52412819,52.39680434,52.46170642,52.69603229,52.47128145,52.0546766,51.97922657,52.43110822,52.67152826
Madagascar,MDG,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.42294997,48.45908866,48.49535831,48.52371485,48.55241237,48.56677242,48.5798472,48.58734094,48.59226614,48.59542363,48.58919546,48.54653125,48.56631324,48.58669256,48.61355095,48.59557848,48.58008375,48.56645411,48.54985511,48.53516099,48.52223835,48.51031628,48.50018064,48.48960921,48.47432651,48.53531391,48.59500776,48.65030591,48.70947709,48.67383572,48.8645199,48.67567724,48.71763464
Maldives,MDV,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.66282515,22.03788866,23.46198052,24.93923826,26.39831337,27.69588005,28.97672132,30.2682451,31.56985532,32.90875979,33.14697814,33.39014829,33.62649284,33.86193331,34.09336199,33.86241544,33.09176346,32.26121011,31.51296441,30.71120312,29.99947294,29.36549326,28.79785848,28.50130312,28.44492463,28.40896394,28.12029599,27.49706178,26.72115787,26.71634335,26.83876653,27.00912113,27.46252368
Middle East & North Africa,MEA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.82113904,18.1279119,18.05931734,18.38938944,18.37111602,18.38416631,18.460323,18.58823539,19.05929981,19.40237404,19.68385024,19.50914311,19.8611421,20.1789876,20.51511186,20.578583,20.7735612,20.09667506,20.34138035,20.20106251,20.05154306,20.30358337,20.14978774,20.19132097,20.67353272,21.1328765,20.86221251,20.20481059,19.76056907,19.39007298,19.66781466,19.56857612,19.8573157
Mexico,MEX,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.38414166,30.80375323,31.2509202,31.70810806,32.77389313,32.82942951,33.81471834,33.73370763,33.50686184,33.88664983,33.684302,34.01520828,34.37647035,35.01745858,35.47577535,36.02758108,36.30882991,36.32756336,36.79384424,36.76715666,37.02976911,37.48068144,37.56543856,37.07417176,37.35496668,37.4560714,37.25611323,37.53872432,38.33120331,38.01247742,38.34177171,38.90758868,39.45317701
Marshall Islands,MHL,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.46652757,38.47362862,38.43648564,38.50659747,38.49109849,38.47445974,38.45631823,38.48891186,38.50811798,38.48994277,38.46950176,38.46774836,38.49770466,38.48827052,38.54776739,38.47416313,38.47100627,38.33244183,38.27793398,38.12889323,38.06346092,38.0157318,38.00717239,38.01744337,38.07983836,38.13275701,38.18559873,38.18535657,38.25573351,38.03835452,38.31000323,38.20611282,38.65444623
North Macedonia,MKD,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.41496794,39.2782131,39.25401883,39.20914974,38.99751871,38.73457201,37.92935146,38.0059918,38.18275228,39.27484522,39.54067419,39.72618924,40.14250822,40.20358583,40.26698063,39.32769088,39.71154889,39.04880138,38.95452372,38.63802019,39.65829385,39.32746891,40.1014462,39.65059307,39.56439412,38.85814789,39.09534804,39.07274324,40.78565933,40.55828881,40.06280968,40.20599085,40.97889797
Mali,MLI,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.95165294,42.91020525,42.88645205,42.88064963,42.88566624,42.82006943,42.78222562,42.764514,42.74855098,42.72836842,42.67276635,42.63031051,42.59956546,42.57912287,42.56511832,42.49611412,42.4414836,42.39963457,42.36979454,42.35390669,42.28084163,42.23185164,42.20644019,42.19922534,42.98783026,42.23495573,41.46213509,40.36381632,39.26067177,38.06091261,38.15392567,37.9785796,38.20674963
Malta,MLT,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.5070624,27.93654612,28.43408604,28.68745268,28.8714482,29.28323258,29.81592904,29.93867918,30.25244352,30.2067875,29.48495517,30.83018064,30.55405431,28.99612073,30.94888076,31.17401738,32.67185504,33.67844164,34.04557658,34.30617022,34.96001823,36.97830118,37.73089622,38.25126244,38.35329482,38.85193254,39.16223916,39.77937389,40.09534138,40.66131349,40.66078734,41.61968152,41.71003348
Myanmar,MMR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.80745527,45.46075038,45.2607559,45.00770634,44.78120892,44.58209249,44.42037173,44.25292516,43.8957845,43.44291658,43.0846947,42.71502769,42.30180974,41.91539613,41.54776211,41.21243459,40.92377075,40.67062837,40.43160415,40.25377627,40.16592819,40.05636028,39.93810945,39.83979243,39.76543218,39.35720745,38.94298852,39.37523149,38.79646106,37.71906674,37.7376656,37.76245125,37.97585124
